booking_id,customer_id,returning_customer,customer_age,tour_id,departure_id,tour_name,location,region,tour_type,customer_origin,booking_segment,booking_channel,booking_stage,unit_price_vnd,adults,children,infants,participants,booking_date,travel_start,travel_end,season,weather_condition,status,post_tour_rating,revenue_vnd,total_cost_vnd,profit_vnd
B005485,CUST04464,FALSE,51,T256,T256_SH_Fa_231210_0039,Tour Phú Quốc 1N1Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Family,Website,Normal,500000,3,1,0,4,11/11/2023,12/10/2023,12/10/2023,Winter,Cloudy,Completed,4.3,1800000,1390000,410000
B005486,CUST04412,TRUE,31,T176,T176_SH_Gr_240220_0000,Tour Hà Nội 3N2Đ - Cultural,Hà Nội,Bắc Bộ,Cultural,Domestic,Group,Agent,Normal,1280000,10,0,0,10,2/3/2024,2/20/2024,2/22/2024,Spring,Sunny,Completed,4.1,12800000,8620000,4180000
B005487,CUST04465,FALSE,26,T095,T095_SH_Co_240303_0353,Tour Bến Tre 2N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Couple,Hotline,Normal,980000,2,0,0,2,2/9/2024,3/3/2024,3/4/2024,Spring,Sunny,Completed,4,1960000,1580000,380000
B005488,CUST04466,FALSE,28,T095,T095_SH_Fo_220412_0118,Tour Bến Tre 2N1Đ - River,Bến Tre,Nam Bộ,River,Foreign,Foreign,OTA,Normal,1060000,4,0,0,4,3/28/2022,4/12/2022,4/13/2022,Spring,Sunny,Completed,4,4240000,3210000,1030000
B005489,CUST04467,FALSE,31,T244,T244_PV_Fa_240108_005488,Tour Vũng Tàu 4N3Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Family,Website,Early,3240000,9,6,0,15,11/21/2023,1/8/2024,1/11/2024,Winter,Sunny,Completed,4.3,40820000,32000000,8820000
B005490,CUST04468,FALSE,32,T222,T222_SH_Gr_221230_0083,Tour Huế 3N2Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Domestic,Group,Agent,Normal,1560000,7,0,0,7,12/13/2022,12/30/2022,1/1/2023,Winter,Rainy,Completed,3,10920000,8710000,2210000
B005491,CUST04469,FALSE,34,T205,T205_SH_Co_231207_0294,Tour TP.HCM 2N1Đ - City,TP.HCM,Nam Bộ,City,Domestic,Couple,Website,Normal,1060000,2,0,0,2,11/14/2023,12/7/2023,12/8/2023,Winter,Sunny,Completed,4.3,2120000,1580000,540000
B005492,CUST04470,FALSE,50,T309,T309_SH_Fo_220915_0139,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Foreign,Foreign,OTA,Late,1190000,2,0,0,2,9/4/2022,9/15/2022,9/16/2022,Autumn,Sunny,Completed,3.7,2380000,1560000,820000
B005493,CUST04471,FALSE,42,T311,T311_SH_Fa_231207_0026,Tour Hà Giang 4N3Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Family,Agent,Early,1720000,4,2,0,6,11/2/2023,12/7/2023,12/10/2023,Winter,Sunny,Completed,4.8,8940000,5970000,2970000
B005494,CUST04472,FALSE,28,T214,T214_SH_Gr_241108_0009,Tour Vũng Tàu 5N4Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Group,OTA,Normal,2290000,10,0,0,10,10/12/2024,11/8/2024,11/12/2024,Winter,Sunny,Completed,4.8,22900000,17810000,5090000
B005495,CUST04473,FALSE,27,T252,T252_SH_Co_230905_0060,Tour Cần Thơ 4N3Đ - City,Cần Thơ,Nam Bộ,City,Domestic,Couple,Social,Normal,1920000,2,0,0,2,8/9/2023,9/5/2023,9/8/2023,Autumn,Rainy,Completed,3.7,3840000,2910000,930000
B005496,CUST04474,FALSE,26,T081,T081_SH_Fo_220117_0050,Tour Vũng Tàu 4N3Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Foreign,Foreign,Agent,Normal,2600000,3,0,0,3,1/1/2022,1/17/2022,1/20/2022,Winter,Cloudy,Completed,5,7800000,5930000,1870000
B005497,CUST04475,FALSE,49,T343,T343_SH_Fa_221120_0020,Tour Hà Nội 1N1Đ - Mountain,Hà Nội,Bắc Bộ,Mountain,Domestic,Family,OTA,Early,520000,4,4,0,8,10/22/2022,11/20/2022,11/20/2022,Winter,Cloudy,Completed,4.8,3330000,2280000,1050000
B005498,CUST04476,FALSE,26,T210,T210_SH_Gr_240520_0280,Tour Hạ Long 2N1Đ - Cultural,Hạ Long,Bắc Bộ,Cultural,Domestic,Group,Hotline,Normal,800000,5,0,0,5,4/29/2024,5/20/2024,5/21/2024,Summer,Cloudy,Completed,4.5,4000000,3010000,990000
B005499,CUST04477,FALSE,39,T016,T016_SH_Co_240811_0134,Tour Cần Thơ 6N5Đ - City,Cần Thơ,Nam Bộ,City,Domestic,Couple,OTA,Normal,3250000,2,0,0,2,7/17/2024,8/11/2024,8/16/2024,Summer,Sunny,Completed,4.8,6500000,4310000,2190000
B005500,CUST03318,TRUE,51,T289,T289_SH_Fo_241227_0095,Tour Bến Tre 2N1Đ - Cultural,Bến Tre,Nam Bộ,Cultural,Foreign,Foreign,Website,Normal,790000,4,0,0,4,12/6/2024,12/27/2024,12/28/2024,Winter,Cloudy,Completed,4,3160000,2020000,1140000
B005501,CUST04478,FALSE,52,T196,T196_SH_Fa_231028_0015,Tour Bến Tre 3N2Đ - River,Bến Tre,Nam Bộ,River,Domestic,Family,OTA,Normal,1220000,2,2,0,4,9/27/2023,10/28/2023,10/30/2023,Autumn,Rainy,Completed,3.9,3900000,3100000,800000
B005502,CUST04479,FALSE,23,T249,T249_SH_Gr_241216_0021,Tour Ninh Bình 3N2Đ - Cultural,Ninh Bình,Bắc Bộ,Cultural,Domestic,Group,Social,Normal,1570000,9,0,0,9,11/26/2024,12/16/2024,12/18/2024,Winter,Sunny,Completed,3.7,14130000,10320000,3810000
B005503,CUST04480,FALSE,29,T171,T171_SH_Co_230106_0049,Tour Phú Quốc 2N1Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Couple,OTA,Normal,1040000,2,0,0,2,12/22/2022,1/6/2023,1/7/2023,Winter,Sunny,Completed,4.5,2080000,1490000,590000
B005504,CUST04481,FALSE,32,T301,T301_SH_Fo_230714_0086,Tour Mũi Né 1N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Foreign,Foreign,OTA,Normal,710000,2,0,0,2,6/29/2023,7/14/2023,7/14/2023,Summer,Cloudy,Completed,4.8,1420000,1100000,320000
B005505,CUST04482,FALSE,53,T076,T076_SH_Fa_230202_0011,Tour Cần Thơ 3N2Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Family,Website,Early,1590000,3,2,0,5,12/30/2022,2/2/2023,2/4/2023,Spring,Sunny,Completed,3.7,6680000,5370000,1310000
B005506,CUST04483,FALSE,23,T131,T131_SH_Gr_220723_0437,Tour TP.HCM 3N2Đ - City,TP.HCM,Nam Bộ,City,Domestic,Group,Social,Normal,1100000,7,0,0,7,6/27/2022,7/23/2022,7/25/2022,Summer,Cloudy,Completed,3.9,7700000,6230000,1470000
B005507,CUST04484,FALSE,31,T295,T295_SH_Co_230412_0429,Tour Bến Tre 3N2Đ - River,Bến Tre,Nam Bộ,River,Domestic,Couple,Social,Normal,1430000,2,0,0,2,3/23/2023,4/12/2023,4/14/2023,Spring,Sunny,Completed,4.1,2860000,2000000,860000
B005508,CUST04485,FALSE,25,T063,T063_SH_Fo_230714_0107,Tour Đà Lạt 6N5Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Foreign,Foreign,OTA,Late,2460000,3,0,0,3,7/5/2023,7/14/2023,7/19/2023,Summer,Sunny,Completed,4.9,7380000,4910000,2470000
B005509,CUST04486,FALSE,44,T349,T349_SH_Fa_220823_0024,Tour Cần Thơ 3N2Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Family,Social,Early,1730000,6,2,0,8,7/20/2022,8/23/2022,8/25/2022,Summer,Sunny,Completed,4.2,12460000,9110000,3350000
B005510,CUST04487,FALSE,30,T013,T013_SH_Gr_241106_0335,Tour Hạ Long 2N1Đ - Cruise,Hạ Long,Bắc Bộ,Cruise,Domestic,Group,OTA,Normal,1230000,7,0,0,7,10/19/2024,11/6/2024,11/7/2024,Winter,Sunny,Completed,4.2,8610000,5890000,2720000
B005511,CUST04488,FALSE,25,T191,T191_SH_Co_241116_0262,Tour Hà Nội 4N3Đ - City,Hà Nội,Bắc Bộ,City,Domestic,Couple,OTA,Late,1950000,2,0,0,2,11/11/2024,11/16/2024,11/19/2024,Winter,Cloudy,Completed,3.7,3900000,2980000,920000
B005512,CUST04489,FALSE,51,T023,T023_SH_Fo_230425_0024,Tour Bến Tre 2N1Đ - Cultural,Bến Tre,Nam Bộ,Cultural,Foreign,Foreign,Social,Normal,840000,4,0,0,4,4/15/2023,4/25/2023,4/26/2023,Spring,Sunny,Completed,5,3360000,2300000,1060000
B005513,CUST01168,TRUE,51,T190,T190_PV_Fa_231112_005512,Tour Nha Trang 3N2Đ - City,Nha Trang,Nam Trung Bộ,City,Domestic,Family,OTA,Early,1450000,6,5,0,11,9/30/2023,11/12/2023,11/14/2023,Winter,Sunny,Completed,4.5,13050000,10400000,2650000
B005514,CUST04490,FALSE,31,T338,T338_SH_Gr_240221_0014,Tour Đà Lạt 3N2Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Group,Agent,Normal,1000000,11,0,0,11,2/11/2024,2/21/2024,2/23/2024,Spring,Sunny,Completed,4.9,11000000,8170000,2830000
B005515,CUST04491,FALSE,30,T350,T350_SH_Co_231030_0300,Tour Đà Lạt 4N3Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Couple,Website,Normal,1130000,2,0,0,2,10/5/2023,10/30/2023,11/2/2023,Autumn,Cloudy,Completed,5,2260000,1700000,560000
B005516,CUST04492,FALSE,32,T222,T222_SH_Fo_240212_0067,Tour Huế 3N2Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Foreign,Foreign,Agent,Late,1250000,2,0,0,2,2/4/2024,2/12/2024,2/14/2024,Spring,Sunny,Completed,3.9,2500000,1840000,660000
B005517,CUST04493,FALSE,42,T076,T076_SH_Fa_220625_0016,Tour Cần Thơ 3N2Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Family,Website,Early,1660000,3,2,0,5,5/11/2022,6/25/2022,6/27/2022,Summer,Rainy,Completed,3.9,6970000,5100000,1870000
B005518,CUST04494,FALSE,30,T025,T025_SH_Gr_230910_0026,Tour Hà Giang 2N1Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Group,Agent,Normal,660000,11,0,0,11,8/29/2023,9/10/2023,9/11/2023,Autumn,Sunny,Completed,3.8,7260000,5610000,1650000
B005519,CUST04495,FALSE,33,T336,T336_SH_Co_240313_0143,Tour Nha Trang 3N2Đ - Cultural,Nha Trang,Nam Trung Bộ,Cultural,Domestic,Couple,Website,Late,1480000,2,0,0,2,3/1/2024,3/13/2024,3/15/2024,Spring,Sunny,Completed,4.7,2960000,2140000,820000
B005520,CUST04496,FALSE,30,T064,T064_SH_Fo_221003_0080,Tour Huế 4N3Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Foreign,Foreign,Agent,Normal,1220000,2,0,0,2,9/6/2022,10/3/2022,10/6/2022,Autumn,Cloudy,Cancelled,,0,0,0
B005521,CUST04497,FALSE,42,T160,T160_SH_Fa_241024_0027,Tour Hội An 2N1Đ - City,Hội An,Bắc Trung Bộ,City,Domestic,Family,Social,Normal,810000,5,3,0,8,9/29/2024,10/24/2024,10/25/2024,Autumn,Cloudy,Completed,4.6,5510000,4180000,1330000
B005522,CUST04498,FALSE,23,T107,T107_SH_Gr_231202_0157,Tour Sa Pa 2N1Đ - Mountain,Sa Pa,Bắc Bộ,Mountain,Domestic,Group,Agent,Normal,660000,8,0,0,8,11/12/2023,12/2/2023,12/3/2023,Winter,Sunny,Completed,3.8,5280000,4150000,1130000
B005523,CUST04499,FALSE,36,T155,T155_SH_Co_230409_0438,Tour Đà Lạt 2N1Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Couple,Website,Normal,670000,2,0,0,2,3/20/2023,4/9/2023,4/10/2023,Spring,Sunny,Completed,4.1,1340000,1050000,290000
B005524,CUST04500,FALSE,45,T008,T008_SH_Fo_241211_0070,Tour Hội An 1N1Đ - City,Hội An,Bắc Trung Bộ,City,Foreign,Foreign,OTA,Normal,500000,2,0,0,2,11/20/2024,12/11/2024,12/11/2024,Winter,Rainy,Completed,3.5,1000000,680000,320000
B005525,CUST04501,FALSE,34,T125,T125_SH_Fa_220225_0138,Tour Sa Pa 3N2Đ - Mountain,Sa Pa,Bắc Bộ,Mountain,Domestic,Family,Agent,Early,1350000,3,3,0,6,1/24/2022,2/25/2022,2/27/2022,Spring,Sunny,Completed,4.7,6480000,4550000,1930000
B005526,CUST04502,FALSE,24,T130,T130_SH_Gr_231116_0006,Tour Phú Quốc 2N1Đ - Adventure,Phú Quốc,Nam Bộ,Adventure,Domestic,Group,Website,Normal,1100000,12,0,0,12,10/20/2023,11/16/2023,11/17/2023,Winter,Sunny,Completed,3.9,13200000,8840000,4360000
B005527,CUST00204,TRUE,30,T336,T336_SH_Co_230412_0043,Tour Nha Trang 3N2Đ - Cultural,Nha Trang,Nam Trung Bộ,Cultural,Domestic,Couple,Website,Normal,1350000,2,0,0,2,3/28/2023,4/12/2023,4/14/2023,Spring,Sunny,Completed,4.5,2700000,1820000,880000
B005528,CUST04503,FALSE,46,T210,T210_SH_Fo_240116_0214,Tour Hạ Long 2N1Đ - Cultural,Hạ Long,Bắc Bộ,Cultural,Foreign,Foreign,Hotline,Late,1080000,2,0,0,2,1/10/2024,1/16/2024,1/17/2024,Winter,Cloudy,Completed,3.8,2160000,1560000,600000
B005529,CUST04504,FALSE,49,T227,T227_SH_Fa_231228_0001,Tour Sa Pa 4N3Đ - Mountain,Sa Pa,Bắc Bộ,Mountain,Domestic,Family,Website,Normal,1920000,2,1,0,3,12/3/2023,12/28/2023,12/31/2023,Winter,Sunny,Cancelled,,0,0,0
B005530,CUST03040,TRUE,28,T099,T099_SH_Gr_230719_0005,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Group,Hotline,Normal,1250000,12,0,0,12,6/28/2023,7/19/2023,7/20/2023,Summer,Sunny,Completed,3.1,15000000,10980000,4020000
B005531,CUST04505,FALSE,30,T122,T122_SH_Co_240830_0263,Tour Mũi Né 3N2Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Couple,Website,Normal,1790000,2,0,0,2,8/10/2024,8/30/2024,9/1/2024,Summer,Sunny,Completed,4.9,3580000,2570000,1010000
B005532,CUST04506,FALSE,49,T254,T254_SH_Fo_221015_0144,Tour Cần Thơ 2N1Đ - City,Cần Thơ,Nam Bộ,City,Foreign,Foreign,Social,Normal,820000,4,0,0,4,9/27/2022,10/15/2022,10/16/2022,Autumn,Rainy,Completed,4.2,3280000,2100000,1180000
B005533,CUST04507,FALSE,55,T343,T343_PV_Fa_230814_005532,Tour Hà Nội 1N1Đ - Mountain,Hà Nội,Bắc Bộ,Mountain,Domestic,Family,OTA,Normal,580000,8,6,0,14,7/20/2023,8/14/2023,8/14/2023,Summer,Rainy,Cancelled,,0,0,0
B005534,CUST04508,FALSE,23,T288,T288_SH_Gr_230625_0019,Tour Huế 1N1Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Domestic,Group,Website,Normal,500000,10,0,0,10,6/5/2023,6/25/2023,6/25/2023,Summer,Sunny,Completed,4.2,5000000,3790000,1210000
B005535,CUST04509,FALSE,30,T327,T327_SH_Co_240414_0210,Tour Hà Nội 3N2Đ - Cultural,Hà Nội,Bắc Bộ,Cultural,Domestic,Couple,Website,Late,1190000,2,0,0,2,4/7/2024,4/14/2024,4/16/2024,Spring,Sunny,Completed,4,2380000,1850000,530000
B005536,CUST04510,FALSE,26,T221,T221_SH_Fo_221004_0141,Tour Đà Lạt 2N1Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Foreign,Foreign,Website,Normal,890000,2,0,0,2,9/19/2022,10/4/2022,10/5/2022,Autumn,Sunny,Completed,4.4,1780000,1210000,570000
B005537,CUST04511,FALSE,33,T076,T076_SH_Fa_220625_0016,Tour Cần Thơ 3N2Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Family,Social,Early,1660000,3,2,0,5,5/27/2022,6/25/2022,6/27/2022,Summer,Rainy,Cancelled,,0,0,0
B005538,CUST04512,FALSE,32,T037,T037_SH_Gr_220227_0003,Tour Hà Giang 6N5Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Group,Agent,Normal,2230000,9,0,0,9,2/3/2022,2/27/2022,3/4/2022,Spring,Sunny,Completed,4.6,20070000,15060000,5010000
B005539,CUST04513,FALSE,39,T147,T147_SH_Co_230119_0383,Tour Ninh Bình 4N3Đ - Cultural,Ninh Bình,Bắc Bộ,Cultural,Domestic,Couple,Website,Normal,1340000,2,0,0,2,12/28/2022,1/19/2023,1/22/2023,Winter,Sunny,Completed,3.2,2680000,1880000,800000
B005540,CUST04514,FALSE,28,T150,T150_SH_Fo_230714_0137,Tour Vũng Tàu 2N1Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Foreign,Foreign,OTA,Normal,1340000,4,0,0,4,6/29/2023,7/14/2023,7/15/2023,Summer,Storm,Cancelled,,0,0,0
B005541,CUST04138,TRUE,47,T320,T320_SH_Fa_240819_0018,Tour Hà Giang 3N2Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Family,OTA,Early,1690000,5,3,0,8,7/16/2024,8/19/2024,8/21/2024,Summer,Sunny,Completed,4.9,11490000,7880000,3610000
B005542,CUST03827,TRUE,31,T281,T281_SH_Gr_220810_0345,Tour Cần Thơ 3N2Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Group,Agent,Normal,1280000,5,0,0,5,7/12/2022,8/10/2022,8/12/2022,Summer,Rainy,Cancelled,,0,0,0
B005543,CUST02325,TRUE,31,T275,T275_SH_Co_231021_0011,Tour Cần Thơ 4N3Đ - City,Cần Thơ,Nam Bộ,City,Domestic,Couple,Website,Normal,1940000,2,0,0,2,10/1/2023,10/21/2023,10/24/2023,Autumn,Sunny,Completed,4.2,3880000,3110000,770000
B005544,CUST04515,FALSE,51,T060,T060_SH_Fo_231025_0114,Tour Cần Thơ 3N2Đ - City,Cần Thơ,Nam Bộ,City,Foreign,Foreign,OTA,Normal,1680000,3,0,0,3,10/11/2023,10/25/2023,10/27/2023,Autumn,Sunny,Completed,4.6,5040000,3810000,1230000
B005545,CUST04516,FALSE,50,T137,T137_SH_Fa_220323_0007,Tour Huế 7N6Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Domestic,Family,Website,Normal,2770000,3,2,0,5,2/27/2022,3/23/2022,3/29/2022,Spring,Sunny,Completed,4.9,11630000,8920000,2710000
B005546,CUST04517,FALSE,22,T099,T099_SH_Gr_230719_0005,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Group,Agent,Normal,1250000,5,0,0,5,6/27/2023,7/19/2023,7/20/2023,Summer,Sunny,Completed,4.5,6250000,4320000,1930000
B005547,CUST04518,FALSE,27,T330,T330_SH_Co_240708_0238,Tour Nha Trang 3N2Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Domestic,Couple,Website,Normal,1770000,2,0,0,2,6/12/2024,7/8/2024,7/10/2024,Summer,Cloudy,Completed,5,3540000,2800000,740000
B005548,CUST03703,TRUE,44,T133,T133_SH_Fo_241110_0083,Tour Sa Pa 4N3Đ - Adventure,Sa Pa,Bắc Bộ,Adventure,Foreign,Foreign,Agent,Normal,1500000,4,0,0,4,10/29/2024,11/10/2024,11/13/2024,Winter,Sunny,Completed,4,6000000,4200000,1800000
B005549,CUST02570,TRUE,51,T328,T328_SH_Fa_241212_0022,Tour Hạ Long 3N2Đ - Cruise,Hạ Long,Bắc Bộ,Cruise,Domestic,Family,Website,Early,1940000,5,3,0,8,10/28/2024,12/12/2024,12/14/2024,Winter,Sunny,Completed,3.6,13190000,10190000,3000000
B005550,CUST04519,FALSE,32,T057,T057_SH_Gr_240612_0029,Tour Nha Trang 3N2Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Domestic,Group,OTA,Normal,2260000,9,0,0,9,5/18/2024,6/12/2024,6/14/2024,Summer,Sunny,Completed,3.5,20340000,16010000,4330000
B005551,CUST03783,TRUE,27,T127,T127_SH_Co_240726_0288,Tour Hạ Long 2N1Đ - Cultural,Hạ Long,Bắc Bộ,Cultural,Domestic,Couple,Website,Early,920000,2,0,0,2,6/22/2024,7/26/2024,7/27/2024,Summer,Cloudy,Completed,4,1840000,1390000,450000
B005552,CUST04520,FALSE,27,T301,T301_SH_Fo_240412_0069,Tour Mũi Né 1N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Foreign,Foreign,OTA,Normal,500000,2,0,0,2,3/31/2024,4/12/2024,4/12/2024,Spring,Cloudy,Completed,4.7,1000000,730000,270000
B005553,CUST04521,FALSE,36,T076,T076_SH_Fa_220625_0016,Tour Cần Thơ 3N2Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Family,Social,Normal,1660000,3,2,0,5,6/2/2022,6/25/2022,6/27/2022,Summer,Rainy,Completed,3.8,6970000,5500000,1470000
B005554,CUST04522,FALSE,26,T338,T338_SH_Gr_240221_0014,Tour Đà Lạt 3N2Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Group,Social,Normal,1000000,11,0,0,11,1/28/2024,2/21/2024,2/23/2024,Spring,Sunny,Completed,4.7,11000000,8470000,2530000
B005555,CUST04523,FALSE,26,T289,T289_SH_Co_220513_0302,Tour Bến Tre 2N1Đ - Cultural,Bến Tre,Nam Bộ,Cultural,Domestic,Couple,Social,Normal,1160000,2,0,0,2,4/22/2022,5/13/2022,5/14/2022,Summer,Cloudy,Completed,4.5,2320000,1660000,660000
B005556,CUST04524,FALSE,57,T222,T222_SH_Fo_240212_0067,Tour Huế 3N2Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Foreign,Foreign,Hotline,Normal,1250000,2,0,0,2,1/28/2024,2/12/2024,2/14/2024,Spring,Sunny,Completed,4.5,2500000,1710000,790000
B005557,CUST04525,FALSE,38,T332,T332_SH_Fa_240509_0014,Tour Ninh Bình 4N3Đ - City,Ninh Bình,Bắc Bộ,City,Domestic,Family,Website,Normal,1310000,2,1,0,3,4/14/2024,5/9/2024,5/12/2024,Summer,Sunny,Completed,4.9,3410000,2310000,1100000
B005558,CUST03280,TRUE,30,T176,T176_SH_Gr_240220_0000,Tour Hà Nội 3N2Đ - Cultural,Hà Nội,Bắc Bộ,Cultural,Domestic,Group,Agent,Normal,1280000,9,0,0,9,1/23/2024,2/20/2024,2/22/2024,Spring,Sunny,Completed,5,11520000,8230000,3290000
B005559,CUST04526,FALSE,39,T301,T301_SH_Co_240821_0430,Tour Mũi Né 1N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Couple,Website,Normal,500000,2,0,0,2,7/23/2024,8/21/2024,8/21/2024,Summer,Rainy,Completed,4.3,1000000,720000,280000
B005560,CUST04527,FALSE,49,T340,T340_SH_Fo_230525_0219,Tour Ninh Bình 1N1Đ - City,Ninh Bình,Bắc Bộ,City,Foreign,Foreign,OTA,Normal,500000,4,0,0,4,5/10/2023,5/25/2023,5/25/2023,Summer,Sunny,Completed,4.8,2000000,1300000,700000
B005561,CUST04528,FALSE,49,T348,T348_SH_Fa_240803_0102,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Family,OTA,Early,1240000,3,1,0,4,6/24/2024,8/3/2024,8/4/2024,Summer,Sunny,Completed,4.3,4460000,2980000,1480000
B005562,CUST04529,FALSE,30,T218,T218_SH_Gr_240221_0361,Tour Đà Lạt 4N3Đ - Adventure,Đà Lạt,Tây Nguyên,Adventure,Domestic,Group,Website,Normal,1610000,8,0,0,8,1/30/2024,2/21/2024,2/24/2024,Spring,Sunny,Completed,3.7,12880000,8590000,4290000
B005563,CUST04530,FALSE,37,T145,T145_SH_Co_240601_0133,Tour Đà Nẵng 4N3Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Domestic,Couple,Agent,Early,2730000,2,0,0,2,4/28/2024,6/1/2024,6/4/2024,Summer,Sunny,Completed,4.7,5460000,3930000,1530000
B005564,CUST04531,FALSE,41,T055,T055_SH_Fo_241229_0006,Tour Sa Pa 2N1Đ - Adventure,Sa Pa,Bắc Bộ,Adventure,Foreign,Foreign,Social,Late,940000,3,0,0,3,12/19/2024,12/29/2024,12/30/2024,Winter,Sunny,Completed,4.7,2820000,2090000,730000
B005565,CUST04532,FALSE,33,T320,T320_SH_Fa_240819_0018,Tour Hà Giang 3N2Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Family,Hotline,Early,1690000,5,3,0,8,7/23/2024,8/19/2024,8/21/2024,Summer,Sunny,Completed,3.6,11490000,7590000,3900000
B005566,CUST03044,TRUE,24,T165,T165_SH_Gr_230623_0404,Tour Vũng Tàu 4N3Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Group,Hotline,Normal,2340000,7,0,0,7,5/25/2023,6/23/2023,6/26/2023,Summer,Rainy,Completed,3.3,16380000,11760000,4620000
B005567,CUST04533,FALSE,34,T158,T158_SH_Co_221206_0293,Tour Nha Trang 1N1Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Domestic,Couple,Agent,Normal,500000,2,0,0,2,11/15/2022,12/6/2022,12/6/2022,Winter,Sunny,Completed,4.2,1000000,700000,300000
B005568,CUST04534,FALSE,43,T208,T208_SH_Fo_220531_0124,Tour Đà Nẵng 4N3Đ - Cultural,Đà Nẵng,Nam Trung Bộ,Cultural,Foreign,Foreign,Hotline,Late,2070000,3,0,0,3,5/29/2022,5/31/2022,6/3/2022,Summer,Sunny,Completed,4.5,6210000,4490000,1720000
B005569,CUST04535,FALSE,53,T343,T343_SH_Fa_221120_0020,Tour Hà Nội 1N1Đ - Mountain,Hà Nội,Bắc Bộ,Mountain,Domestic,Family,Website,Early,520000,6,2,0,8,10/15/2022,11/20/2022,11/20/2022,Winter,Cloudy,Completed,2.6,3740000,2620000,1120000
B005570,CUST04536,FALSE,26,T071,T071_SH_Gr_240707_0025,Tour Đà Lạt 3N2Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Group,OTA,Normal,1200000,6,0,0,6,6/15/2024,7/7/2024,7/9/2024,Summer,Rainy,Completed,4,7200000,5570000,1630000
B005571,CUST04537,FALSE,36,T312,T312_SH_Co_231110_0439,Tour Hà Giang 4N3Đ - Adventure,Hà Giang,Bắc Bộ,Adventure,Domestic,Couple,Website,Normal,1560000,2,0,0,2,10/19/2023,11/10/2023,11/13/2023,Winter,Sunny,Completed,4.5,3120000,2360000,760000
B005572,CUST04538,FALSE,36,T171,T171_SH_Fo_230226_0207,Tour Phú Quốc 2N1Đ - Beach,Phú Quốc,Nam Bộ,Beach,Foreign,Foreign,OTA,Normal,1010000,4,0,0,4,2/12/2023,2/26/2023,2/27/2023,Spring,Sunny,Completed,4.8,4040000,2910000,1130000
B005573,CUST04539,FALSE,33,T286,T286_SH_Fa_231212_0010,Tour Hà Nội 4N3Đ - City,Hà Nội,Bắc Bộ,City,Domestic,Family,Website,Early,2100000,5,3,0,8,11/8/2023,12/12/2023,12/15/2023,Winter,Sunny,Cancelled,,0,0,0
